"control_number","specific","generic","qty","origin","description","ship_date"
"2014447584","SOUTHERN","REEDBUCK",1,"ZA","TRO","2014-04-02"
"2014447589","","BLESBOK",1,"ZA","TRO","2014-04-05"
"2014447589","BLUE","WILDEBEEST",1,"ZA","TRO","2014-04-05"
"2014447589","","GEMSBOK",1,"ZA","TRO","2014-04-05"
"2014447589","","HARTEBEEST",1,"ZA","TRO","2014-04-05"
"2014447589","COMMON","WARTHOG",1,"ZA","TRO","2014-04-05"
"2014447592","","BLESBOK",1,"ZA","TRO","2014-04-05"
"2014447592","","IMPALA",1,"ZA","TRO","2014-04-05"
"2014447592","COMMON","WARTHOG",1,"ZA","TRO","2014-04-05"
"2014448085","OLIVE","FLOUNDER",172,"KR","LIV","2014-04-09"
"2014448085","","SEA PINEAPPLE",150,"KR","LIV","2014-04-09"
"2014448085","WHIPARM","OCTOPUS",30,"KR","LIV","2014-04-09"
"2014448095","OLIVE","FLOUNDER",102,"KR","LIV","2014-04-09"
"2014448095","RIDGED-EYE","FLOUNDER",104,"KR","LIV","2014-04-09"
"2014448095","CHINESE WEATHER","LOACH",3150,"CN","LIV","2014-04-09"
"2014448095","","SEA PINEAPPLE",590,"KR","LIV","2014-04-09"
"2014448095","","SEA CUCUMBER",330,"KR","LIV","2014-04-09"
"2014448095","","OCTOPUS",132,"KR","LIV","2014-04-09"
"2014448400","","GOLDFISH",9460,"CN","LIV","2014-04-09"
"2014448400","NEON","TETRA",3500,"CN","LIV","2014-04-09"
"2014448400","","SHRIMP",1500,"CN","LIV","2014-04-09"
"2014448400","","CARP",490,"CN","LIV","2014-04-09"
"2014448530","","OYSTER",43080,"ID","SPR","2014-04-06"
"2014448768","CAPIZ","SHELL",1408,"PH","SPR","2014-04-12"
"2014448774","","OYSTER",17844,"ID","SPR","2014-04-11"
"2014448778","CAPIZ","SHELL",40,"ID","SPR","2014-04-12"
"2014448780","GREAT PEARL","OYSTER",197,"VN","SPR","2014-04-12"
"2014448780","PEARL","MUSSEL",305,"VN","SPR","2014-04-12"
"2014448782","EUROPEAN","RABBIT",392,"AU","GAR","2014-04-09"
"2014448793","ABALONE","SHELL",1405,"ID","SPR","2014-03-16"
"2014449052","","MUSSEL",1440,"CN","SPR","2014-04-11"
"2014449052","","WHELK",2160,"CN","SPR","2014-04-11"
"2014449093","CAPIZ","SHELL",414,"PH","SPR","2014-04-11"
"2014449121","GREAT PEARL","OYSTER",283,"PH","JWL","2014-04-09"
"2014449121","ABALONE","SHELL",254,"NZ","JWL","2014-04-09"
"2014449121","","OYSTER",95,"PF","JWL","2014-04-09"
"2014449121","","SEA FAN",3,"CN","JWL","2014-04-09"
"2014449121","","OYSTER",6,"PH","JWL","2014-04-09"
"2014449184","YUNNAN","HARE",144,"CN","SKI","2014-04-10"
"2014449184","YUNNAN","HARE",2000,"CN","SKP","2014-04-10"
"2014449269","","CORAL",1,"ID","LIV","2014-04-09"
"2014449269","ANCHOR","CORAL",10,"ID","LIV","2014-04-09"
"2014449269","CAT'S-EYE","CORAL",5,"ID","LIV","2014-04-09"
"2014449269","WHITE GRAPE","CORAL",10,"ID","LIV","2014-04-09"
"2014449269","MUSHROOM","CORAL",12,"ID","LIV","2014-04-09"
"2014449269","DAISY","CORAL",10,"ID","LIV","2014-04-09"
"2014449269","HORN","CORAL",1,"ID","LIV","2014-04-09"
"2014449269","BRAIN","CORAL",6,"ID","LIV","2014-04-09"
"2014449269","","CORAL",5,"ID","LIV","2014-04-09"
"2014449269","BUBBLE","CORAL",20,"ID","LIV","2014-04-09"
"2014449269","CRATER","CORAL",30,"ID","LIV","2014-04-09"
"2014449269","DAISY","CORAL",9,"ID","LIV","2014-04-09"
"2014449269","FEATHER","CORAL",4,"ID","LIV","2014-04-09"
"2014449269","BOWL","CORAL",4,"ID","LIV","2014-04-09"
"2014449269","DOUGHNUT","CORAL",5,"ID","LIV","2014-04-09"
"2014449269","TRUMPET","CORAL",10,"ID","LIV","2014-04-09"
"2014449269","STONY","CORAL",103,"ID","ROC","2014-04-09"
"2014449269","STONY","CORAL",42,"ID","ROC","2014-04-09"
"2014449269","BRAIN","CORAL",9,"ID","LIV","2014-04-09"
"2014449269","CRYSTAL","CORAL",1,"ID","LIV","2014-04-09"
"2014449269","DISK","CORAL",2,"ID","LIV","2014-04-09"
"2014449269","CRABS,LOBSTERS,","CRUSTACEANS",5,"ID","LIV","2014-04-09"
"2014449269","SHELLS","MOLLUSCS",50,"ID","LIV","2014-04-09"
"2014449325","","ELK",2,"NZ","TRO","2014-04-07"
"2014449325","DOMESTIC","SHEEP",1,"NZ","TRO","2014-04-07"
"2014449333","","WATERBUCK",1,"ZA","TRO","2014-04-07"
"2014449333","","NYALA",1,"ZA","TRO","2014-04-07"
"2014449333","GREATER","KUDU",1,"ZA","TRO","2014-04-07"
"2014449743","TIGER","COWRIE",1248,"CN","SPR","2014-04-14"
"2014449954","","HARTEBEEST",1,"ZA","TRO","2014-04-03"
"2014449954","DESERT","WARTHOG",2,"ZA","TRO","2014-04-03"
"2014449954","","IMPALA",1,"ZA","TRO","2014-04-03"
"2014449954","BLUE","WILDEBEEST",1,"ZA","TRO","2014-04-03"
"2014449954","","BUSHBUCK",1,"ZA","TRO","2014-04-03"
"2014449954","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-04-03"
"2014449954","","SPRINGBOK",1,"ZA","TRO","2014-04-03"
"2014449954","","WATERBUCK",1,"ZA","TRO","2014-04-03"
"2014449954","","GEMSBOK",1,"ZA","TRO","2014-04-03"
"2014449954","","BLESBOK",1,"ZA","TRO","2014-04-03"
"2014450167","SWAN","MUSSEL",990,"CN","SPR","2014-04-14"
"2014450170","PEARL","MUSSEL",4356,"CN","SPR","2014-04-13"
"2014450543","","GEMSBOK",1,"ZA","TRO","2014-04-12"
"2014450543","","IMPALA",1,"ZA","TRO","2014-04-12"
"2014450543","","WATERBUCK",1,"ZA","TRO","2014-04-12"
"2014450550","GREATER","KUDU",1,"ZA","BOC","2014-04-12"
"2014450556","AFRICAN","BUFFALO",1,"ZW","TRO","2014-04-10"
"2014450556","","BUSHBUCK",1,"ZW","TRO","2014-04-10"
"2014450558","BLUE","WILDEBEEST",2,"ZW","TRO","2014-04-09"
"2014450558","AFRICAN","BUFFALO",2,"ZW","TRO","2014-04-09"
"2014450558","COMMON","ELAND",1,"ZW","TRO","2014-04-09"
"2014450558","","IMPALA",1,"ZW","TRO","2014-04-09"
"2014450558","BLACK-BACKED","JACKAL",1,"ZW","TRO","2014-04-09"
"2014450558","GREATER","KUDU",1,"ZW","TRO","2014-04-09"
"2014450558","","WATERBUCK",1,"ZW","TRO","2014-04-09"
"2014450558","BURCHELL'S","ZEBRA",1,"ZW","TRO","2014-04-09"
"2014450696","RED","KANGAROO",24,"AU","SHO","2014-04-14"
"2014450699","RED","KANGAROO",36,"AU","SHO","2014-04-14"
"2014450854","","WOLF",2,"CA","SKI","2014-04-08"
"2014450854","","WOLF",2,"CA","SKU","2014-04-08"
"2014450914","CAPIZ","SHELL",330,"ID","SPR","2014-04-17"
"2014450916","GREAT PEARL","OYSTER",464,"IN","SPR","2014-04-17"
"2014450951","","CARP",136,"JP","LIV","2014-04-15"
"2014450980","AFRICAN","ELEPHANT",1,"ZW","BOC","2014-04-07"
"2014450980","AFRICAN","ELEPHANT",2,"ZW","EAR","2014-04-07"
"2014450980","AFRICAN","ELEPHANT",4,"ZW","FOO","2014-04-07"
"2014450980","AFRICAN","ELEPHANT",5,"ZW","SKP","2014-04-07"
"2014450980","AFRICAN","ELEPHANT",10,"ZW","LPS","2014-04-07"
"2014450996","AFRICAN","ELEPHANT",1,"ZW","TRO","2014-04-07"
"2014451247","RED","KANGAROO",32,"AU","SHO","2014-04-15"
"2014451313","COMMON","PHEASANT",2,"XX","FEA","2014-04-01"
"2014451456","GREAT PEARL","OYSTER",225,"PH","JWL","2014-04-12"
"2014451456","ABALONE","SHELL",165,"NZ","JWL","2014-04-12"
"2014451456","","OYSTER",41,"PF","JWL","2014-04-12"
"2014451456","","SEA FAN",3,"CN","JWL","2014-04-12"
"2014451494","","WOLF",1,"CA","SKI","2014-04-08"
"2014451494","","WOLF",1,"CA","SKU","2014-04-08"
"2014451516","","ELK",1,"NZ","TRO","2014-04-07"
"2014451516","DOMESTIC","SHEEP",1,"NZ","TRO","2014-04-07"
"2014451516","ALPINE","CHAMOIS",1,"NZ","TRO","2014-04-07"
"2014451516","PURPLE","SWAMPHEN",1,"NZ","TRO","2014-04-07"
"2014451516","PARADISE","SHELDUCK",2,"NZ","TRO","2014-04-07"
"2014451591","","ELK",2,"NZ","TRO","2014-04-11"
"2014451591","HIMILAYAN","TAHR",1,"NZ","TRO","2014-04-11"
"2014451597","","BLESBOK",1,"ZA","TRO","2014-04-08"
"2014451597","","GEMSBOK",1,"ZA","TRO","2014-04-08"
"2014451597","DESERT","WARTHOG",1,"ZA","TRO","2014-04-08"
"2014451597","GREATER","KUDU",1,"ZA","TRO","2014-04-08"
"2014451597","","BUSHBUCK",1,"ZA","TRO","2014-04-08"
"2014451597","BUSH","DUIKER",1,"ZA","TRO","2014-04-08"
"2014451597","","IMPALA",1,"ZA","TRO","2014-04-08"
"2014451597","","SPRINGBOK",2,"ZA","TRO","2014-04-08"
"2014451597","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-04-08"
"2014452712","AMERICAN","MINK",13347,"SE","SKI","2014-04-18"
"2014452714","AMERICAN","MINK",22505,"PL","SKI","2014-04-18"
"2014452764","ABALONE","SHELL",1,"NZ","SPR","2014-04-15"
"2014453164","RED","KANGAROO",80,"AU","SHO","2014-04-17"
"2014453473","SOUTHERN AFRICAN","OSTRICH",6240,"ZA","FEA","2014-04-17"
"2014453559","AFRICAN","LION",1,"ZA","TRO","2014-03-26"
"2014453559","AFRICAN","LION",1,"ZA","TRO","2014-03-26"
"2014453559","","WATERBUCK",2,"ZA","TRO","2014-03-26"
"2014453559","GREATER","KUDU",1,"ZA","TRO","2014-03-26"
"2014453559","","LECHWE",1,"ZA","TRO","2014-03-26"
"2014453559","","SPRINGBOK",1,"ZA","TRO","2014-03-26"
"2014453559","HARTMANN'S MT.","ZEBRA",1,"ZA","TRO","2014-03-26"
"2014453562","COMMON","PHEASANT",1140,"CN","FEA","2014-04-19"
"2014453562","SOUTHERN AFRICAN","OSTRICH",432,"ZA","FEA","2014-04-19"
"2014453799","COMMON","BUBBLESHELL",2448,"IN","SPR","2014-04-24"
"2014453799","COMMON","PERIWINKLE",2448,"IN","SPR","2014-04-24"
"2014453802","","OYSTER",504,"IN","SPR","2014-04-24"
"2014453804","RADIATED RAT","SNAKE",3540,"ID","SHO","2014-04-21"
"2014453811","EUROPEAN","RABBIT",100,"CN","HAI","2014-04-21"
"2014453811","COMMON","PHEASANT",250,"CN","FEA","2014-04-21"
"2014453837","ABALONE","SHELL",50000,"AU","SPR","2014-04-09"
"2014453856","BLACK","WILDEBEEST",1,"ZA","TRO","2014-04-17"
"2014453856","","IMPALA",1,"ZA","TRO","2014-04-17"
"2014453856","","HARTEBEEST",1,"ZA","TRO","2014-04-17"
"2014453856","","BLESBOK",1,"ZA","TRO","2014-04-17"
"2014453856","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-04-17"
"2014453856","BLUE","WILDEBEEST",1,"ZA","TRO","2014-04-17"
"2014454192","MARGINED","CONCH",800,"CN","SHE","2014-04-14"
"2014454192","SCREW","SHELL",800,"CN","SHE","2014-04-14"
"2014454272","FAT","HORSEMUSSEL",900,"CN","SPR","2014-04-24"
"2014454875","OLIVE","FLOUNDER",90,"KR","LIV","2014-04-23"
"2014454875","RIDGED-EYE","FLOUNDER",20,"KR","LIV","2014-04-23"
"2014454875","WHIPARM","OCTOPUS",22,"KR","LIV","2014-04-23"
"2014454931","OLIVE","SHELL",23652,"TH","SPR","2014-04-17"
"2014454931","","CERITH",5364,"TH","SPR","2014-04-17"
"2014454931","NETTED DOG","WHELK",5364,"TH","SPR","2014-04-17"
"2014454931","","CLAM",6828,"TH","SPR","2014-04-17"
"2014454931","SEA","SNAIL",10728,"TH","SPR","2014-04-17"
"2014454931","","MUSSEL",26820,"TH","SPR","2014-04-17"
"2014454931","","LIMPET",8940,"TH","SPR","2014-04-17"
"2014454931","","CONCH",8940,"TH","SPR","2014-04-17"
"2014454931","","SHELL",8940,"TH","SPR","2014-04-17"
"2014454931","","SHELL",1056,"TH","SPR","2014-04-17"
"2014454934","OLIVE","SHELL",30348,"TH","SPR","2014-04-18"
"2014454934","","CERITH",6948,"TH","SPR","2014-04-18"
"2014454934","NETTED DOG","WHELK",6948,"TH","SPR","2014-04-18"
"2014454934","","CLAM",8652,"TH","SPR","2014-04-18"
"2014454934","SEA","SNAIL",13896,"TH","SPR","2014-04-18"
"2014454934","","MUSSEL",34740,"TH","SPR","2014-04-18"
"2014454934","","LIMPET",11580,"TH","SPR","2014-04-18"
"2014454934","","CONCH",11580,"TH","SPR","2014-04-18"
"2014454934","","SHELL",11580,"TH","SPR","2014-04-18"
"2014454934","","SHELL",1464,"TH","SPR","2014-04-18"
"2014454935","ASIATIC","MOUFLON",1,"FR","TRO","2014-04-11"
"2014454935","FALLOW","DEER",1,"FR","TRO","2014-04-11"
"2014454935","","ELK",1,"FR","TRO","2014-04-11"
"2014455314","","STARFISH",2556,"PH","BOD","2014-04-28"
"2014455314","","STARFISH",4050,"PH","BOD","2014-04-28"
"2014455314","LITTLE BEAR","CONCH",4050,"PH","SPR","2014-04-28"
"2014455317","","MUSSEL",1440,"CN","SPR","2014-04-27"
"2014455409","","ARK",172,"ID","SHE","2014-04-24"
"2014455409","","NASSA",50,"ID","SHE","2014-04-24"
"2014455409","","BATISSA",40,"ID","SHE","2014-04-24"
"2014455409","","MUSSEL",200,"ID","SHE","2014-04-24"
"2014455409","ABALONE","SHELL",30,"ID","SHE","2014-04-24"
"2014455409","","ENGINA",30,"ID","SHE","2014-04-24"
"2014455409","","CONCH",30,"ID","SHE","2014-04-24"
"2014455409","","SHELL",30,"ID","SHE","2014-04-24"
"2014455409","TIGER","COWRIE",30,"ID","SHE","2014-04-24"
"2014455409","OTTER","CLAM",50,"ID","SHE","2014-04-24"
"2014455409","","SEA STAR",131,"ID","SHE","2014-04-24"
"2014455409","","SUNDIAL",131,"ID","SHE","2014-04-24"
"2014455409","STRAWBERRY","CONCH",44,"ID","SHE","2014-04-24"
"2014455421","GREAT PEARL","OYSTER",567,"PH","JWL","2014-04-23"
"2014455421","ABALONE","SHELL",458,"NZ","JWL","2014-04-23"
"2014455421","","OYSTER",95,"PF","JWL","2014-04-23"
"2014455421","","SEA FAN",10,"CN","JWL","2014-04-23"
"2014455421","","OYSTER",59,"PH","JWL","2014-04-23"
"2014455711","COMMON","FROGSNAIL",300,"CN","SHE","2014-04-24"
"2014455711","","MUREX",420,"CN","SHE","2014-04-24"
"2014455716","","WOLF",5,"CA","SKI","2014-04-21"
"2014455716","","WOLVERINE",11,"CA","SKI","2014-04-21"
"2014455724","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-04-21"
"2014455724","","SPRINGBOK",1,"ZA","TRO","2014-04-21"
"2014455724","","STEENBOK",1,"ZA","TRO","2014-04-21"
"2014455724","","IMPALA",1,"ZA","TRO","2014-04-21"
"2014455724","","BLESBOK",1,"ZA","TRO","2014-04-21"
"2014455724","BLUE","WILDEBEEST",1,"ZA","TRO","2014-04-21"
"2014456184","SOUTHERN AFRICAN","OSTRICH",2,"ZA","FEA","2014-04-15"
"2014456301","","CARACAL",1,"ZA","TRO","2014-04-13"
"2014456301","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-04-13"
"2014456301","","BLESBOK",3,"ZA","TRO","2014-04-13"
"2014456301","","BUSHBUCK",2,"ZA","TRO","2014-04-13"
"2014456301","","SPRINGBOK",6,"ZA","TRO","2014-04-13"
"2014456301","","HARTEBEEST",1,"ZA","TRO","2014-04-13"
"2014456301","","IMPALA",2,"ZA","TRO","2014-04-13"
"2014456301","GREATER","KUDU",1,"ZA","TRO","2014-04-13"
"2014456301","DESERT","WARTHOG",5,"ZA","TRO","2014-04-13"
"2014456302","","IMPALA",2,"ZA","LPL","2014-04-13"
"2014456303","GREAT PEARL","OYSTER",405,"PH","JWL","2014-04-25"
"2014456303","ABALONE","SHELL",304,"NZ","JWL","2014-04-25"
"2014456303","","OYSTER",89,"PF","JWL","2014-04-25"
"2014456303","","SEA FAN",3,"CN","JWL","2014-04-25"
"2014456303","","OYSTER",30,"PH","JWL","2014-04-25"
"2014456757","GREAT PEARL","OYSTER",1360,"IN","SPR","2014-05-01"
"2014456760","","MALLARD",1008,"CN","FEA","2014-05-03"
"2014456760","SOUTHERN AFRICAN","OSTRICH",1008,"ZA","FEA","2014-05-03"
"2014456760","COMMON","PHEASANT",1008,"CN","FEA","2014-05-03"
"2014457050","AMERICAN","MINK",1239,"SE","SKI","2014-04-28"
"2014457051","AMERICAN","MINK",11882,"NL","SKI","2014-04-28"
"2014457052","AMERICAN","MINK",4127,"IE","SKI","2014-04-28"
"2014457054","AMERICAN","MINK",200,"GR","SKI","2014-04-28"
"2014457057","PEARL","MUSSEL",22,"CN","SPR","2014-05-02"
"2014457058","","TURBAN",3672,"VN","SPR","2014-05-01"
"2014457058","","ARK",3672,"VN","SPR","2014-05-01"
"2014457058","","STARFISH",3672,"VN","SPR","2014-05-01"
"2014457059","GREAT PEARL","OYSTER",96,"IN","SPR","2014-05-01"
"2014458392","","BUSHBUCK",1,"ZW","TRO","2014-04-25"
"2014458392","","GIRAFFE",1,"ZW","TRO","2014-04-25"
"2014458393","AFRICAN","BUFFALO",1,"ZW","TRO","2014-04-25"
"2014458393","","BUSHBUCK",1,"ZW","TRO","2014-04-25"
"2014458393","CHACMA","BABOON",1,"ZW","TRO","2014-04-25"
"2014458393","","IMPALA",1,"ZW","TRO","2014-04-25"
"2014458404","GREAT PEARL","OYSTER",172,"PH","JWL","2014-04-30"
"2014458404","ABALONE","SHELL",151,"NZ","JWL","2014-04-30"
"2014458404","","OYSTER",40,"PF","JWL","2014-04-30"
"2014458404","","SEA FAN",2,"CN","JWL","2014-04-30"
"2014458404","","OYSTER",10,"PH","JWL","2014-04-30"
"2014458562","","GEODUCK",230000,"CA","LIV","2014-04-30"
"2014458649","PEARL","MUSSEL",21708,"CN","SPR","2014-05-02"
"2014458649","PEARL","MUSSEL",3600,"CN","SPR","2014-05-02"
"2014458651","SHORTFIN","SQUID",2413,"KR","SPR","2014-04-30"
"2014458670","CAPIZ","SHELL",648,"PH","SPR","2014-05-04"
"2014459227","CRABS,LOBSTERS,","CRUSTACEANS",167,"PH","LIV","2014-05-01"
"2014459227","SHELLS","MOLLUSCS",232,"PH","LIV","2014-05-01"
"2014460404","GREAT PEARL","OYSTER",179,"PH","JWL","2014-05-03"
"2014460404","ABALONE","SHELL",75,"NZ","JWL","2014-05-03"
"2014460404","","OYSTER",44,"PF","JWL","2014-05-03"
"2014460404","","SEA FAN",1,"CN","JWL","2014-05-03"
"2014460404","","OYSTER",19,"PH","JWL","2014-05-03"
"2014460440","","SHELL",660,"CN","SPR","2014-05-04"
"2014460453","JAPANESE FALSE","CERITH",5540,"CN","SPR","2014-05-04"
"2014460453","","STARFISH",5540,"CN","BOD","2014-05-04"
"2014460453","STONY","CORAL",5540,"CN","CPR","2014-05-04"
"2014460453","SHELLS","MOLLUSCS",5540,"CN","SPR","2014-05-04"
"2014460854","COMMON","ELAND",1,"ZA","TRO","2014-03-25"
"2014460854","","GEMSBOK",1,"ZA","TRO","2014-03-25"
"2014460854","","GIRAFFE",1,"ZA","TRO","2014-03-25"
"2014460854","","KLIPSPRINGER",1,"ZA","TRO","2014-03-25"
"2014460854","AFRICAN","BUFFALO",1,"ZA","TRO","2014-03-25"
"2014460868","COMMON","ELAND",1,"ZA","TRO","2014-03-25"
"2014460868","","GEMSBOK",1,"ZA","TRO","2014-03-25"
"2014460868","","IMPALA",1,"ZA","TRO","2014-03-25"
"2014460868","GREATER","KUDU",1,"ZA","TRO","2014-03-25"
"2014460868","","NYALA",1,"ZA","TRO","2014-03-25"
"2014460868","","HARTEBEEST",1,"ZA","TRO","2014-03-25"
"2014460868","AFRICAN","BUFFALO",1,"ZA","TRO","2014-03-25"
"2014461686","SWAN","MUSSEL",3000,"CN","SPR","2014-05-08"
"2014461694","EUROPEAN","RABBIT",468,"AU","GAR","2014-05-06"
"2014462054","","STARFISH",96360,"PH","BOD","2014-04-26"
"2014462054","SHELLS","MOLLUSCS",20660,"PH","SPR","2014-04-26"
"2014462065","","GEMSBOK",2,"NA","TRO","2014-05-01"
"2014462065","GREATER","KUDU",2,"NA","TRO","2014-05-01"
"2014462065","","SPRINGBOK",1,"NA","TRO","2014-05-01"
"2014462066","","GEMSBOK",1,"NA","TRO","2014-05-01"
"2014462066","GREATER","KUDU",1,"NA","TRO","2014-05-01"
"2014462080","BLACK","WILDEBEEST",1,"ZA","TRO","2014-05-03"
"2014462080","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-05-03"
"2014462080","","BLESBOK",1,"ZA","TRO","2014-05-03"
"2014462080","","SPRINGBOK",1,"ZA","TRO","2014-05-03"
"2014462080","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-05-03"
"2014462080","GREATER","KUDU",1,"ZA","TRO","2014-05-03"
"2014462081","","BUSHBUCK",1,"ZA","TRO","2014-05-03"
"2014462081","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-05-03"
"2014462084","BLUE","WILDEBEEST",1,"ZA","TRO","2014-05-03"
"2014462084","","BLESBOK",1,"ZA","TRO","2014-05-03"
"2014462084","GREATER","KUDU",1,"ZA","TRO","2014-05-03"
"2014462084","","IMPALA",1,"ZA","TRO","2014-05-03"
"2014462084","","SPRINGBOK",1,"ZA","TRO","2014-05-03"
"2014462084","","GEMSBOK",1,"ZA","TRO","2014-05-03"
"2014462085","SABLE","ANTELOPE",1,"ZA","TRO","2014-05-03"
"2014462332","ASIAN FAN","SHRIMP",180,"TH","LIV","2014-05-07"
"2014463082","RED-BILLED","FRANCOLIN",1,"NA","TRO","2014-05-06"
"2014463087","BLACK-BACKED","JACKAL",2,"NA","TRO","2014-05-06"
"2014463087","SPOTTED","HYAENA",1,"NA","TRO","2014-05-06"
"2014463087","","IMPALA",1,"NA","TRO","2014-05-06"
"2014463087","","WATERBUCK",1,"NA","TRO","2014-05-06"
"2014463087","GREATER","KUDU",1,"NA","TRO","2014-05-06"
"2014463087","BLACK","WILDEBEEST",1,"NA","TRO","2014-05-06"
"2014463091","","REINDEER",384,"FI","SKI","2014-05-05"
"2014463118","SHELLS","MOLLUSCS",2400,"CN","SPR","2014-05-08"
"2014463471","GREAT PEARL","OYSTER",356,"PH","JWL","2014-05-09"
"2014463471","ABALONE","SHELL",223,"NZ","JWL","2014-05-09"
"2014463471","","OYSTER",64,"PF","JWL","2014-05-09"
"2014463471","","SEA FAN",3,"CN","JWL","2014-05-09"
"2014463471","","OYSTER",24,"PH","JWL","2014-05-09"
"2014463718","BUSH","DUIKER",1,"ZA","TRO","2014-05-05"
"2014463718","","GEMSBOK",2,"ZA","TRO","2014-05-05"
"2014463718","","IMPALA",2,"ZA","TRO","2014-05-05"
"2014463718","BLACK-BACKED","JACKAL",4,"ZA","TRO","2014-05-05"
"2014463718","GREATER","KUDU",2,"ZA","TRO","2014-05-05"
"2014463718","","SPRINGBOK",1,"ZA","TRO","2014-05-05"
"2014463718","BLUE","WILDEBEEST",1,"ZA","TRO","2014-05-05"
"2014463718","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-05-05"
"2014463718","","NYALA",1,"ZA","TRO","2014-05-05"
"2014463719","","RACCOON",482,"GR","TAI","2014-05-05"
"2014463719","","COYOTE",150,"GR","SKP","2014-05-05"
"2014463719","","RACCOON",150,"GR","SKP","2014-05-05"
"2014463719","","COYOTE",296,"GR","TAI","2014-05-05"
"2014463721","COMMON","ELAND",1,"ZA","TRO","2014-05-05"
"2014463721","","GEMSBOK",1,"ZA","TRO","2014-05-05"
"2014463721","","IMPALA",1,"ZA","TRO","2014-05-05"
"2014463721","GREATER","KUDU",1,"ZA","TRO","2014-05-05"
"2014463721","","HARTEBEEST",1,"ZA","TRO","2014-05-05"
"2014463721","","SPRINGBOK",1,"ZA","TRO","2014-05-05"
"2014463721","BLUE","WILDEBEEST",1,"ZA","TRO","2014-05-05"
"2014464525","","SAND DOLLAR",69,"XX","BOD","2014-03-25"
"2014464533","","GOAT",1,"TR","TRO","2014-02-19"
"2014464533","GOITERED","GAZELLE",1,"TR","TRO","2014-02-19"
"2014464542","HONEY","BADGER",1,"ZA","TRO","2014-05-08"
"2014464542","VERVET","MONKEY",1,"ZA","TRO","2014-05-08"
"2014464542","BLUE","WILDEBEEST",1,"ZA","TRO","2014-05-08"
"2014464542","","GEMSBOK",2,"ZA","TRO","2014-05-08"
"2014464542","","IMPALA",2,"ZA","TRO","2014-05-08"
"2014464542","GREATER","KUDU",1,"ZA","TRO","2014-05-08"
"2014464542","","NYALA",2,"ZA","TRO","2014-05-08"
"2014464542","COMMON","WARTHOG",2,"ZA","TRO","2014-05-08"
"2014464542","BLACK","WILDEBEEST",2,"ZA","TRO","2014-05-08"
"2014465146","MARGINED","CONCH",2600,"IN","SPR","2014-05-08"
"2014465304","CAPIZ","SHELL",240,"PH","SPR","2014-05-16"
"2014465307","GREAT PEARL","OYSTER",326,"VN","SPR","2014-05-15"
"2014465312","SPANISH","IBEX",1,"ES","TRO","2014-05-08"
"2014465335","AFRICAN","LION",1,"ZA","TRO","2014-05-06"
"2014465335","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-05-06"
"2014465344","","BLESBOK",1,"ZA","TRO","2014-05-06"
"2014465344","","NYALA",1,"ZA","TRO","2014-05-06"
"2014465344","SABLE","ANTELOPE",1,"ZA","TRO","2014-05-06"
"2014465344","","IMPALA",1,"ZA","TRO","2014-05-06"
"2014465344","COMMON","ELAND",1,"ZA","TRO","2014-05-06"
"2014465344","GREATER","KUDU",1,"ZA","TRO","2014-05-06"
"2014465344","","GEMSBOK",2,"ZA","TRO","2014-05-06"
"2014465344","DESERT","WARTHOG",2,"ZA","TRO","2014-05-06"
"2014466100","OLIVE","FLOUNDER",196,"KR","LIV","2014-05-14"
"2014466100","","SEA PINEAPPLE",150,"KR","LIV","2014-05-14"
"2014466100","WHIPARM","OCTOPUS",30,"KR","LIV","2014-05-14"
"2014466200","N. AMERICAN BROWN","BEAR",1,"CA","RUG","2014-05-08"
"2014466224","EUROPEAN","ROE",3,"SE","TRO","2014-05-11"
"2014466267","PEARL","MUSSEL",12672,"CN","SPR","2014-05-16"
"2014466267","PEARL","MUSSEL",3960,"CN","SPR","2014-05-16"
"2014466758","WHITE-TAILED","DEER",2,"CA","SKI","2014-05-08"
"2014466758","MULE","DEER",2,"CA","SKI","2014-05-08"
"2014466780","GREAT PEARL","OYSTER",382,"PH","JWL","2014-05-16"
"2014466780","ABALONE","SHELL",315,"NZ","JWL","2014-05-16"
"2014466780","","OYSTER",85,"PF","JWL","2014-05-16"
"2014466780","","OYSTER",10,"PH","JWL","2014-05-16"
"2014467638","HIMILAYAN","TAHR",1,"NZ","TRO","2014-05-12"
"2014467638","","ELK",1,"NZ","TRO","2014-05-12"
"2014467657","AFRICAN","BUFFALO",1,"ZW","TRO","2014-05-11"
"2014467657","","BUSHBUCK",1,"ZW","TRO","2014-05-11"
"2014467657","","IMPALA",1,"ZW","TRO","2014-05-11"
"2014467657","","KLIPSPRINGER",1,"ZW","TRO","2014-05-11"
"2014467657","DESERT","WARTHOG",1,"ZW","TRO","2014-05-11"
"2014467657","","WATERBUCK",1,"ZW","TRO","2014-05-11"
