"rate_spread","population","minority_population","loan_amount","median_family_income","applicant_income","state","year","applicant_race","applicant_ethnicity","company_name"
2.01,6066,54.31999969,160,61900,57,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.9,4267,73.81999969,113,56300,39,"AZ",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.98,2988,22.42000008,145,78800,38,"DE",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.79,5014,85.16000366,118,60700,52,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.73,5093,31.82999992,145,60700,89,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.04,4396,50.5,120,57900,33,"AZ",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.71,2479,75.26999664,187,64200,180,"ND",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.75,1710,6.900000095,106,46100,74,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.75,3255,6.210000038,187,58300,61,"MT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,2619,15.53999996,126,44400,38,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.01,6565,74.23000336,127,60700,43,"CA",2014,"Black or African American","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.18,7156,52.38000107,169,60700,66,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.59,2878,1.529999971,123,45900,60,"KY",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.72,9633,36.13999939,161,62400,54,"DE",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,3161,49.83000183,103,61900,25,"AZ",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.82,2926,4.440000057,123,61700,27,"MN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.71,2221,5.360000134,143,61700,40,"MN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.58,1488,15.93000031,145,58000,74,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.7,4540,6.699999809,236,64500,175,"MT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.37,4440,8.239999771,147,64500,54,"MT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.82,4230,44.27999878,112,61900,68,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.24,3924,65.93000031,118,51600,41,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.14,3240,2.900000095,125,58200,56,"NY",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.09,7272,29.69000053,113,60700,27,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.84,1932,4.550000191,142,58200,61,"NY",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,4098,4.079999924,107,58200,58,"NY",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,5877,15.13000011,169,46100,56,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.72,5779,16.20999908,117,54800,58,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.95,6679,21.37000084,118,61900,35,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.54,2390,6.03000021,115,60600,45,"WI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.4,7325,34.81000137,159,58300,87,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.76,4238,24.12000084,120,57900,75,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.58,3929,3.49000001,104,58200,70,"NY",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.68,6309,94.18000031,137,47200,44,"NM",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.55,6325,20.23999977,211,69100,75,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.84,5027,19,113,58000,49,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.75,8844,11.64000034,142,76400,58,"VA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.02,6781,13.44999981,196,68000,69,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.58,5779,16.20999908,123,54800,68,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.64,7277,24.09000015,173,54800,102,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,1447,3.460000038,167,64200,69,"ND",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.77,4123,16.05999947,280,69400,98,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,10369,56.52000046,128,68400,77,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,6335,12.56999969,112,57200,34,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.78,9121,9.369999886,144,46900,43,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.61,4558,9.630000114,103,65500,46,"NC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.2,2899,27.90999985,105,57300,29,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.69,4324,18.54999924,172,56300,65,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,6753,31.80999947,170,57900,66,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.43,2684,10.47000027,108,57900,79,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2,3929,20.22999954,105,57900,54,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.7,2451,7.510000229,140,55200,45,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,5187,7.869999886,156,55200,58,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.55,3887,2.00999999,102,69400,31,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.57,6115,3.059999943,131,69400,30,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.93,1828,4.539999962,111,73800,31,"MI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.63,4473,4.449999809,142,80200,41,"VT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.61,6427,7.099999905,147,80200,56,"VT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.46,5430,61.09999847,106,47200,56,"NM",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.69,6957,89.34999847,133,47200,60,"NM",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.65,1758,14.78999996,102,43600,48,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.25,4131,26.55999947,108,58000,30,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.38,1723,3.369999886,194,64200,99,"ND",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,4031,6.869999886,152,64200,29,"ND",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,6474,8.869999886,136,64200,49,"ND",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.55,4821,20.57999992,128,56300,62,"AZ",2014,"Information not provided by applicant in mail, Internet, or telephone application","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.79,5182,22.12000084,104,47100,60,"LA",2014,"Asian","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.25,2710,24.43000031,108,55600,52,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.04,8555,13.28999996,103,58300,40,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.12,7200,29.11000061,115,59200,48,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.62,5529,9.390000343,245,69400,79,"OR",2014,"American Indian or Alaska Native","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,5653,26.09000015,132,55600,69,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.51,5366,7.989999771,104,71000,49,"UT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.9,6720,8.680000305,126,59300,36,"NC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.73,2958,8.890000343,101,45300,59,"AR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.72,6957,89.34999847,128,47200,32,"NM",2014,"Black or African American","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.84,9121,9.369999886,128,46900,91,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.84,4401,22.84000015,118,51200,33,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.73,4118,21.01000023,145,51200,52,"OK",2014,"American Indian or Alaska Native","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.54,7705,13.85999966,141,54700,39,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.94,4828,6.650000095,112,62000,30,"UT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.96,6404,15.64999962,131,62000,118,"UT",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.67,4510,9.909999847,259,55800,147,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,8510,10.93000031,179,55800,88,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.01,5351,24.84000015,111,65700,42,"NC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,5157,16.11000061,127,54000,45,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,4865,9.890000343,145,62400,34,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2,4090,4.449999809,118,55700,47,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.59,5653,26.09000015,175,55600,78,"LA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.28,7962,11.59000015,114,68700,57,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.05,3058,14.42000008,108,50400,42,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.05,3213,13.13000011,195,54700,90,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,5183,64.16999817,196,54700,119,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,6921,8.43999958,137,50500,37,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.88,11618,28.13999939,108,45700,30,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.77,7385,11.01000023,189,53100,56,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.24,2944,11.57999992,172,53100,64,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.32,3172,14.34000015,152,53100,65,"OR",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.06,5719,4.900000095,105,64600,37,"MI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.16,6644,9.5,144,51600,45,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.28,4691,5.590000153,113,55700,56,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.03,3138,8.510000229,181,57600,70,"CO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.73,4738,2.720000029,157,64200,36,"IN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.84,5462,27.65999985,106,63200,57,"FL",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.93,7519,27.95999908,123,63200,32,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.31,4593,3.160000086,160,70400,50,"NH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.72,5898,16.06999969,125,69400,37,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.69,2924,14.88000011,112,59200,138,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.65,4719,5.090000153,123,56400,69,"MI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.06,5111,9.159999847,103,60800,46,"PA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.7,10418,34.95000076,174,54800,84,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.75,5157,2.619999886,113,54800,29,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,8804,15.55000019,118,54800,40,"FL",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.74,3546,4.940000057,126,73800,73,"MI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.62,3528,8.699999809,204,76700,61,"CO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.77,6981,12.82999992,114,61400,85,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.81,5540,56.61999893,110,49500,62,"NC",2014,"Black or African American","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.6,2122,32.47000122,103,51200,35,"OK",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","AMERICAN FINANCIAL RESOURCES (NJ)"
1.93,4352,12.25,143,76700,53,"CO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.74,4019,22.31999969,147,57300,55,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.89,7630,7.559999943,216,62000,38,"UT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.55,4327,5.690000057,111,65600,38,"TN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,2670,20.63999939,123,61400,29,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.68,2781,11.35999966,172,53100,49,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.59,4223,34.95000076,206,53100,76,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,3530,5.78000021,196,53100,62,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.59,2859,20.56999969,113,53100,61,"OR",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,6259,41.43000031,168,53100,85,"OR",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,4311,17.71999931,149,74000,34,"WA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,5871,4.619999886,127,64600,56,"MI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.69,4865,1.639999986,118,55700,32,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.76,5168,2.980000019,109,64300,52,"MN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.87,2138,14.22000027,105,66900,78,"WA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.6,4245,9.680000305,156,52300,43,"TN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.17,4965,3.769999981,174,86600,51,"NH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.8,4004,3.349999905,138,70400,68,"NH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,3443,14.86999989,156,107100,35,"VA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.87,3470,13.31000042,141,107100,60,"VA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.09,8839,5.789999962,123,53800,34,"UT",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","AMERICAN FINANCIAL RESOURCES (NJ)"
1.79,7290,9.819999695,105,54800,32,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.65,4288,4.829999924,103,56800,40,"IN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.53,7907,22.64999962,147,68400,70,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.79,6970,15.69999981,162,51200,111,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.91,2495,45.33000183,102,76700,43,"CO",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.66,3847,6.940000057,187,62000,192,"UT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.9,3130,4.090000153,137,49500,45,"NC",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.06,5384,25.54000092,134,55300,47,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,6404,15.64999962,123,62000,54,"UT",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.68,7743,5.889999866,111,53700,52,"TN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
3.12,3254,6.050000191,113,48700,42,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.21,5808,28.14999962,106,66900,40,"WA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.97,4086,75.23000336,132,60300,77,"TX",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.85,5668,46.43999863,276,60600,82,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.52,3749,5.28000021,108,47100,41,"WV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.63,3226,27.87000084,167,59200,35,"OK",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.9,7523,47.72999954,136,54700,39,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.86,6926,13.65999985,117,54700,35,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.58,8230,23.38999939,102,61800,29,"CO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.51,6400,19.69000053,156,74200,122,"WA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,7342,2.319999933,113,67900,28,"IN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.63,6967,26.78000069,114,54700,31,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
